loss,val_loss,accuracy,val_accuracy,con_layer_1,con_layer_1_activation,con_layer_2,con_layer_2_activation,con_layer_3,con_layer_3_activation,con_layer_4,con_layer_4_activation,con_layer_5,con_layer_5_activation,hidden_layer_1,hidden_layer_1_activation,dropout_sizes,optimizers,epoch,epoch_n
0.771271824836731,0.6824557185173035,0.4985322952270508,0.54296875,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,1,250
0.7307648658752441,0.6604649424552917,0.5450097918510437,0.6328125,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,2,250
0.6767076253890991,0.657282292842865,0.6027397513389587,0.59765625,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,3,250
0.6401244401931763,0.613813042640686,0.64334636926651,0.66796875,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,4,250
0.6216479539871216,0.597855269908905,0.6482387185096741,0.67578125,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,5,250
0.6162828207015991,0.6298612952232361,0.6663405299186707,0.625,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,6,250
0.5972251296043396,0.5991048216819763,0.6849315166473389,0.6484375,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,7,250
0.619044303894043,0.6455725431442261,0.6448140740394592,0.62109375,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,8,250
0.5908966660499573,0.5728285908699036,0.6810176372528076,0.6875,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,9,250
0.5742518305778503,0.6286734342575073,0.698630154132843,0.65234375,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,10,250
0.56866455078125,0.5960846543312073,0.7035225033760071,0.6640625,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,11,250
0.5501807332038879,0.5129259824752808,0.7118395566940308,0.734375,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,12,250
0.5333831310272217,0.5246721506118774,0.7338551878929138,0.70703125,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,13,250
0.5475197434425354,0.5606412291526794,0.7162426710128784,0.6875,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,14,250
0.5295499563217163,0.5718282461166382,0.7441291809082031,0.70703125,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,15,250
0.522214412689209,0.5469310879707336,0.7363013625144958,0.7109375,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,16,250
0.5227100849151611,0.6365572214126587,0.7431507110595703,0.6640625,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,17,250
0.5343068838119507,0.536412239074707,0.7289628386497498,0.73828125,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,18,250
0.4947190582752228,0.5075186491012573,0.767123281955719,0.73828125,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,19,250
0.4960795044898987,0.625553548336029,0.7607632279396057,0.69140625,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,20,250
0.5002369284629822,0.5209513902664185,0.7563600540161133,0.73828125,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,21,250
0.482883095741272,0.5231345891952515,0.7617416977882385,0.73046875,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,22,250
0.4843289852142334,0.5154379606246948,0.7729941010475159,0.75,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,23,250
0.47633498907089233,0.5472339391708374,0.7632094025611877,0.72265625,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,24,250
0.47548431158065796,0.49500900506973267,0.769569456577301,0.7421875,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,25,250
0.46772393584251404,0.48806214332580566,0.7847357988357544,0.73828125,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,26,250
0.4590787887573242,0.4983571767807007,0.784246563911438,0.765625,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,27,250
0.4540225565433502,0.4890604019165039,0.7822896242141724,0.765625,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,28,250
0.45318490266799927,0.48565176129341125,0.784246563911438,0.76953125,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,29,250
0.44454067945480347,0.5053707361221313,0.7862035036087036,0.75390625,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,30,250
0.4517354369163513,0.4660593271255493,0.7808219194412231,0.7734375,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,31,250
0.4516773819923401,0.4768204391002655,0.7876712083816528,0.765625,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,32,250
0.42174944281578064,0.5130870342254639,0.7994129061698914,0.74609375,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,33,250
0.4427044689655304,0.5207312703132629,0.803816020488739,0.76953125,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,34,250
0.417886346578598,0.4838111996650696,0.8043052554130554,0.76171875,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,35,250
0.42112258076667786,0.4755937457084656,0.8018590807914734,0.75390625,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,36,250
0.42026659846305847,0.5130287408828735,0.8043052554130554,0.78515625,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,37,250
0.404468297958374,0.47187748551368713,0.8082191944122314,0.75390625,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,38,250
0.4188835322856903,0.44816234707832336,0.8096868991851807,0.78125,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,39,250
0.4163837730884552,0.4652942717075348,0.8057730197906494,0.7890625,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,40,250
0.3940749168395996,0.47687050700187683,0.822407066822052,0.78125,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,41,250
0.40756309032440186,0.49598607420921326,0.816046953201294,0.78515625,16,relu,32,relu,64,relu,128,relu,128,selu,512,sigmoid,0.5,adam,42,250
