loss,val_loss,accuracy,val_accuracy,con_layer_1,con_layer_1_activation,con_layer_2,con_layer_2_activation,con_layer_3,con_layer_3_activation,con_layer_4,con_layer_4_activation,con_layer_5,con_layer_5_activation,hidden_layer_1,hidden_layer_1_activation,dropout_sizes,optimizers,epoch,epoch_n
0.49820417165756226,0.5081303715705872,0.752446174621582,0.76171875,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,25,25
0.8666607141494751,0.6904529333114624,0.5136986374855042,0.5,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,1,25
0.7466467022895813,0.6938374638557434,0.5078278183937073,0.5390625,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,2,25
0.7291272878646851,0.7228612303733826,0.5107632279396057,0.5390625,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,3,25
0.7095330357551575,0.6717737913131714,0.5484344363212585,0.60546875,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,4,25
0.7095509171485901,0.6761363744735718,0.5533267855644226,0.6640625,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,5,25
0.6884671449661255,0.6690974831581116,0.5802348256111145,0.60546875,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,6,25
0.6861633658409119,0.6627655625343323,0.5714285969734192,0.62109375,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,7,25
0.6454658508300781,0.7058435678482056,0.6198630332946777,0.5703125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,8,25
0.6231008172035217,0.6433900594711304,0.6428571343421936,0.67578125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,9,25
0.6062218546867371,0.6294346451759338,0.6727005839347839,0.61328125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,10,25
0.6032761931419373,0.6322953104972839,0.6780821681022644,0.66015625,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,11,25
0.6002359986305237,0.6163703799247742,0.6741682887077332,0.65234375,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,12,25
0.5787216424942017,0.6037402153015137,0.6976516842842102,0.6796875,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,13,25
0.5795372724533081,0.5724431276321411,0.6873776912689209,0.70703125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,14,25
0.5675035715103149,0.5793197154998779,0.7020547986030579,0.6953125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,15,25
0.5555946230888367,0.5915659070014954,0.7172211408615112,0.6953125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,16,25
0.5489730834960938,0.5927470922470093,0.7142857313156128,0.6953125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,17,25
0.5480566620826721,0.5751988887786865,0.7162426710128784,0.6953125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,18,25
0.5446131229400635,0.5792132616043091,0.7152642011642456,0.69921875,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,19,25
0.537062406539917,0.5428777933120728,0.7274951338768005,0.7109375,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,20,25
0.5188615918159485,0.5647950768470764,0.7436399459838867,0.70703125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,21,25
0.5288567543029785,0.5404655933380127,0.7318982481956482,0.734375,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,22,25
0.5177298188209534,0.5364173054695129,0.7446184158325195,0.73828125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,23,25
0.5107247233390808,0.5234247446060181,0.7558708190917969,0.73828125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,24,25
0.5110533833503723,0.526906430721283,0.7480430603027344,0.734375,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,25,25
0.7443903088569641,0.687566876411438,0.5244618654251099,0.5703125,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,1,25
0.6853008270263672,0.681974470615387,0.555283784866333,0.58984375,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,2,25
0.6842211484909058,0.6719347238540649,0.5626223087310791,0.5625,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,3,25
0.6695550680160522,0.6730692386627197,0.60665363073349,0.5625,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,4,25
0.6671056151390076,0.6538400053977966,0.5993150472640991,0.60546875,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,5,25
0.6706748008728027,0.6578727960586548,0.6183953285217285,0.640625,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,6,25
0.6469047665596008,0.688875675201416,0.6374755501747131,0.65234375,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,7,25
0.6509514451026917,0.6403181552886963,0.6291584968566895,0.703125,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,8,25
0.6453101634979248,0.6298111081123352,0.6335616707801819,0.66015625,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,9,25
0.634115993976593,0.6192541718482971,0.6364970803260803,0.70703125,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,10,25
0.630642294883728,0.6354819536209106,0.6521526575088501,0.61328125,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,11,25
0.6314669251441956,0.6356525421142578,0.6467710137367249,0.65234375,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,12,25
0.6237878203392029,0.6172471046447754,0.6550880670547485,0.68359375,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,13,25
0.6135741472244263,0.6395621299743652,0.6800391674041748,0.6796875,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,14,25
0.6032050251960754,0.6303282380104065,0.681506872177124,0.6796875,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,15,25
0.5952075123786926,0.6000697612762451,0.6790606379508972,0.68359375,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,16,25
0.5956601500511169,0.6247368454933167,0.6795498728752136,0.65234375,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,17,25
0.5942200422286987,0.6126115918159485,0.6868884563446045,0.6875,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,18,25
0.5868554711341858,0.625725269317627,0.692270040512085,0.65234375,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,19,25
0.5641711354255676,0.5978584289550781,0.7147749662399292,0.69921875,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,20,25
0.5652592778205872,0.6067778468132019,0.7162426710128784,0.640625,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,21,25
0.5618969798088074,0.5831971764564514,0.7123287916183472,0.6875,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,22,25
0.5561428666114807,0.5685951113700867,0.7118395566940308,0.7109375,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,23,25
0.5511126518249512,0.5453217625617981,0.7226027250289917,0.703125,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,24,25
0.547731339931488,0.5440439581871033,0.7142857313156128,0.71875,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,25,25
0.8031569123268127,0.745836615562439,0.5034246444702148,0.49609375,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,1,25
0.719473659992218,0.6677846908569336,0.5362035036087036,0.58203125,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,2,25
0.6959904432296753,0.6804124712944031,0.5714285969734192,0.53125,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,3,25
0.6759235858917236,0.6584386825561523,0.5861057043075562,0.59375,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,4,25
0.6394553184509277,0.6098021268844604,0.6267123222351074,0.66796875,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,5,25
0.619623064994812,0.637037992477417,0.6462817788124084,0.63671875,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,6,25
0.6232314109802246,0.5852617025375366,0.6526418924331665,0.6953125,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,7,25
0.5879966616630554,0.608432412147522,0.6844422817230225,0.66796875,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,8,25
0.5716858506202698,0.5805703401565552,0.7005870938301086,0.73046875,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,9,25
0.5969782471656799,0.6121623516082764,0.6854207515716553,0.66796875,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,10,25
0.6142274141311646,0.5728551745414734,0.6634050607681274,0.72265625,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,11,25
0.576189398765564,0.618827760219574,0.7035225033760071,0.6640625,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,12,25
0.5498412251472473,0.5611197352409363,0.7289628386497498,0.72265625,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,13,25
0.5464882850646973,0.5661386251449585,0.7206457853317261,0.7109375,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,14,25
0.5474678874015808,0.5789009928703308,0.7216242551803589,0.703125,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,15,25
0.5540030598640442,0.5747852325439453,0.7230919599533081,0.69921875,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,16,25
0.5559930205345154,0.5695096254348755,0.7196673154830933,0.6796875,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,17,25
0.5323025584220886,0.5754795670509338,0.7392367720603943,0.70703125,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,18,25
0.5290113687515259,0.5150036811828613,0.7431507110595703,0.75,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,19,25
0.5221235156059265,0.5284221172332764,0.7421721816062927,0.7421875,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,20,25
0.5207499861717224,0.5185938477516174,0.735322892665863,0.765625,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,21,25
0.5274237394332886,0.5357615947723389,0.7363013625144958,0.70703125,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,22,25
0.5163387656211853,0.5171594023704529,0.7509784698486328,0.75,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,23,25
0.5172898769378662,0.5032953023910522,0.7299413084983826,0.7578125,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,24,25
0.4971058964729309,0.533495306968689,0.7495107650756836,0.73828125,16,relu,32,relu,32,relu,64,relu,128,elu,512,sigmoid,0.5,adam,25,25
0.7304897904396057,0.6885960102081299,0.5283757448196411,0.59375,16,relu,32,relu,32,relu,64,relu,128,elu,512,relu,0.5,adam,1,25
0.675954282283783,0.6816108226776123,0.5909980535507202,0.52734375,16,relu,32,relu,32,relu,64,relu,128,elu,512,relu,0.5,adam,2,25
0.6505264639854431,0.6634455919265747,0.6193737983703613,0.63671875,16,relu,32,relu,32,relu,64,relu,128,elu,512,relu,0.5,adam,3,25
0.646377682685852,0.6203883290290833,0.623776912689209,0.6953125,16,relu,32,relu,32,relu,64,relu,128,elu,512,relu,0.5,adam,4,25
0.6210195422172546,0.6242226362228394,0.6492172479629517,0.6796875,16,relu,32,relu,32,relu,64,relu,128,elu,512,relu,0.5,adam,5,25
0.6300404071807861,0.6066507697105408,0.658023476600647,0.6875,16,relu,32,relu,32,relu,64,relu,128,elu,512,relu,0.5,adam,6,25
0.6134424805641174,0.597923755645752,0.6741682887077332,0.703125,16,relu,32,relu,32,relu,64,relu,128,elu,512,relu,0.5,adam,7,25
